ride_date,num_rides,avg_duration_min,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in,day_of_week,month
2016-04-14,38505,16.651420594727959,49.9,61.0,42.1,6.5,0.0,Thursday,4
2016-04-15,39676,15.26766937191249,50.8,63.0,43.0,5.2,0.0,Friday,4
2016-04-16,36148,21.12567500276641,52.6,64.9,44.1,6.7,0.0,Saturday,4
2016-04-17,38843,24.615982287670874,55.8,73.9,45.0,4.5,0.0,Sunday,4
2016-04-18,43994,17.210900350047737,62.5,80.1,48.0,4.4,0.0,Monday,4
2016-04-19,46075,15.246389943931995,65.5,80.1,48.9,8.6,0.0,Tuesday,4
2016-04-20,44547,17.056459095636832,58.8,69.1,51.1,10.7,0.0,Wednesday,4
2016-04-21,45570,15.988536317752905,58.8,70.0,50.0,8.2,0.0,Thursday,4
2016-04-22,48815,19.966507562566154,70.0,78.1,50.0,7.1,0.0,Friday,4
2016-04-23,33647,23.983271911314528,66.5,78.1,61.0,8.7,0.14,Saturday,4
2016-04-24,37866,23.703855701684883,56.5,69.1,48.0,9.7,0.0,Sunday,4
2016-04-25,42308,17.729564542560908,56.6,68.0,48.0,6.5,0.0,Monday,4
2016-04-26,34643,16.306175850821237,54.4,68.0,50.0,9.4,0.19,Tuesday,4
2016-04-27,41931,17.220674043865717,51.1,57.9,46.4,7.9,0.11,Wednesday,4
2016-04-28,37428,15.516839442841366,53.3,60.1,46.9,8.3,0.0,Thursday,4
2016-04-29,34878,18.542412600110868,52.0,59.0,48.0,7.8,0.0,Friday,4
2016-04-30,38258,25.188611096589828,52.8,63.0,46.9,6.2,0.02,Saturday,4
2016-05-01,10697,14.554683556137237,50.1,63.0,46.9,7.3,0.0,Sunday,5
2016-05-02,38537,17.37560569495982,50.6,61.0,44.6,6.1,0.15,Monday,5
2016-05-03,22858,16.129716073147261,54.5,62.1,45.0,7.3,0.73,Tuesday,5
2016-05-04,31619,13.67089988087332,51.3,55.0,48.9,9.0,0.07,Wednesday,5
2016-05-05,39903,15.952207018686984,51.8,57.9,46.9,11.6,0.02,Thursday,5
2016-05-06,18860,14.942227819017322,52.2,57.9,46.9,13.0,0.38,Friday,5
2016-05-07,31078,20.771490550657493,52.3,57.2,48.2,8.7,0.18,Saturday,5
2016-05-08,31197,21.021818337233288,55.4,64.9,48.9,9.8,0.07,Sunday,5
2016-05-09,45724,17.347089420581451,62.9,73.9,48.9,9.9,0.08,Monday,5
2016-05-10,44849,15.381039339412995,59.1,73.9,51.1,7.6,0.0,Tuesday,5
2016-05-11,51181,16.623003653699623,63.0,73.9,51.1,5.4,0.0,Wednesday,5
2016-05-12,52273,16.941524623929503,66.2,78.1,53.1,5.7,0.0,Thursday,5
2016-05-13,32391,16.22495446265938,61.6,78.1,55.9,5.7,0.0,Friday,5
2016-05-14,42063,23.048131770598083,66.2,73.0,57.9,6.8,0.25,Saturday,5
2016-05-15,28661,20.685222660293316,56.0,73.0,48.0,15.4,0.0,Sunday,5
2016-05-16,42787,17.327288272917791,52.8,68.0,44.1,16.9,0.0,Monday,5
2016-05-17,43396,15.650359480136419,62.3,68.0,44.1,9.2,0.0,Tuesday,5
2016-05-18,44803,16.130900088535736,59.3,69.1,55.0,7.2,0.0,Wednesday,5
2016-05-19,49182,16.149817006221792,60.9,71.1,55.0,5.3,0.0,Thursday,5
2016-05-20,52543,18.398681397458581,64.4,78.1,55.9,5.7,0.0,Friday,5
2016-05-21,30519,19.704298961302793,62.4,78.1,57.0,6.3,0.0,Saturday,5
2016-05-22,37802,19.75768036964535,60.7,71.1,54.0,6.5,0.18,Sunday,5
2016-05-23,48578,15.865359147487895,65.0,77.0,54.0,6.0,0.11,Monday,5
2016-05-24,34796,14.567491474115798,65.6,77.0,55.9,5.3,0.26,Tuesday,5
2016-05-25,53439,16.455156034606439,74.4,90.0,60.1,3.9,0.02,Wednesday,5
2016-05-26,52133,15.946899916239873,82.2,91.9,60.1,7.2,0.0,Thursday,5
2016-05-27,46937,17.443640056529674,76.6,91.9,55.0,7.2,0.0,Friday,5
2016-05-28,34222,21.961184325872235,79.9,91.9,66.9,8.4,0.0,Saturday,5
2016-05-29,36877,24.451472462510512,80.0,91.9,73.0,9.1,0.0,Sunday,5
2016-05-30,32619,19.592957580959972,73.5,87.1,69.1,6.6,1.53,Monday,5
2016-05-31,49756,15.28639259586784,76.7,86.0,69.1,7.5,0.0,Tuesday,5
2016-06-01,54665,18.269959145095886,76.0,84.0,68.0,6.7,0.0,Wednesday,6
2016-06-02,54401,16.113568990766097,68.9,82.9,62.1,9.2,0.0,Thursday,6
2016-06-03,38975,15.66513192217233,66.3,73.9,62.1,6.3,0.0,Friday,6
2016-06-04,40977,21.640899773043412,72.8,82.9,63.0,5.5,0.02,Saturday,6
2016-06-05,22397,17.383874328407078,69.3,82.9,66.0,7.5,0.27,Sunday,6
2016-06-06,52149,16.091471872263451,75.1,87.1,66.9,9.1,0.67,Monday,6
2016-06-07,51812,15.050389549396536,79.3,87.1,68.0,9.1,0.0,Tuesday,6
2016-06-08,42250,13.552358185404337,64.9,87.1,55.0,13.0,0.01,Wednesday,6
2016-06-09,52905,15.7552358000189,63.6,73.9,55.0,17.1,0.44,Thursday,6
2016-06-10,53299,16.033148214162864,67.9,78.1,55.9,12.0,0.0,Friday,6
2016-06-11,41030,18.504369566983524,74.6,90.0,59.0,7.0,0.0,Saturday,6
2016-06-12,40637,19.728615957542797,80.2,90.0,64.0,14.0,0.1,Sunday,6
2016-06-13,49069,15.06731405435883,66.0,86.0,59.0,16.9,0.0,Monday,6
2016-06-14,54813,15.484833889770673,69.0,81.0,59.0,11.2,0.0,Tuesday,6
2016-06-15,55049,15.635799620943766,75.3,87.1,60.1,6.2,0.0,Wednesday,6
2016-06-16,46198,14.328816904050678,73.3,87.1,66.0,4.4,0.12,Thursday,6
2016-06-17,54236,16.92154841802493,71.2,77.0,66.0,6.4,0.0,Friday,6
2016-06-18,48901,20.863376345405342,73.0,86.0,63.0,5.3,0.0,Saturday,6
2016-06-19,45270,21.224787570871072,75.1,86.0,63.0,7.5,0.0,Sunday,6
2016-06-20,52247,15.858149431227313,73.4,84.0,66.0,6.9,0.0,Monday,6
2016-06-21,53564,14.265951323027902,80.8,89.1,66.0,10.0,0.0,Tuesday,6
2016-06-22,55749,15.746382894760442,77.9,89.1,66.9,8.8,0.0,Wednesday,6
2016-06-23,53206,14.599842749564582,74.3,86.0,66.9,6.8,0.0,Thursday,6
2016-06-24,54186,15.930940648876092,74.7,84.9,68.0,8.7,0.0,Friday,6
2016-06-25,43000,20.470972868217064,73.3,84.9,64.9,8.0,0.0,Saturday,6
2016-06-26,42992,19.894191555017986,75.8,86.0,64.9,7.5,0.0,Sunday,6
2016-06-27,47023,14.955021656069016,75.7,86.0,69.1,9.9,0.0,Monday,6
2016-06-28,49593,14.70521310131134,72.6,84.0,69.1,9.3,0.54,Tuesday,6
2016-06-29,54882,14.842684304507854,75.7,87.1,70.0,5.5,0.07,Wednesday,6
2016-06-30,54843,14.294404026037959,77.6,87.1,70.0,6.9,0.0,Thursday,6
2016-07-01,39669,17.03590839194333,76.9,87.1,70.0,8.4,0.0,Friday,7
2016-07-02,35837,20.688649533536104,72.9,81.0,68.0,11.5,0.28,Saturday,7
2016-07-03,35348,23.127338180377965,75.4,82.0,68.0,7.3,0.0,Sunday,7
2016-07-04,34860,20.668269745649265,76.7,86.0,69.1,7.8,0.0,Monday,7
2016-07-05,43744,14.842111299073395,76.0,89.1,69.1,6.3,1.08,Tuesday,7
2016-07-06,51353,14.844884102843716,85.8,96.1,69.1,5.3,0.57,Wednesday,7
2016-07-07,48742,14.107261704484836,85.1,96.1,77.0,7.3,0.0,Thursday,7
2016-07-08,44419,16.502004772732384,78.8,93.0,73.9,6.5,0.02,Friday,7
2016-07-09,38142,17.583796951741746,70.3,86.0,66.0,9.0,0.01,Saturday,7
2016-07-10,41991,20.965287799766614,73.0,81.0,66.9,7.0,0.41,Sunday,7
2016-07-11,52870,15.011559170291918,74.5,82.0,68.5,8.7,0.0,Monday,7
2016-07-12,56537,16.04103006290865,76.6,84.0,69.1,8.1,0.0,Tuesday,7
2016-07-13,55486,16.676759302646914,78.1,86.0,71.1,8.8,0.0,Wednesday,7
2016-07-14,50350,15.634059582919569,80.4,91.0,73.0,7.8,0.0,Thursday,7
2016-07-15,48572,15.101955173076394,86.6,91.9,75.0,6.4,0.5,Friday,7
2016-07-16,38406,18.126586991615895,84.1,91.9,77.0,8.0,0.0,Saturday,7
2016-07-17,41347,20.469013068259692,83.1,93.0,77.0,5.1,0.0,Sunday,7
2016-07-18,43687,15.443204690945437,86.3,97.0,77.0,8.5,0.0,Monday,7
2016-07-19,54593,15.406976474395377,80.2,97.0,75.9,10.9,0.12,Tuesday,7
2016-07-20,57225,15.270819571865447,77.9,88.0,71.1,7.2,0.0,Wednesday,7
2016-07-21,54842,15.42857056027619,80.9,91.0,71.1,8.3,0.0,Thursday,7
2016-07-22,49191,15.72365439477411,85.1,98.1,75.0,11.3,0.0,Friday,7
2016-07-23,37523,18.093327647931496,89.5,99.0,75.9,11.0,0.0,Saturday,7
2016-07-24,39637,21.143647349698526,85.2,99.0,75.9,7.0,0.0,Sunday,7
2016-07-25,35379,14.396699077607241,84.3,93.9,75.9,8.2,0.02,Monday,7
2016-07-26,52912,15.439079666868258,81.7,93.9,75.0,8.3,0.77,Tuesday,7
2016-07-27,54163,15.903475004461841,84.5,93.9,75.0,6.6,0.0,Wednesday,7
2016-07-28,50151,14.930211428153646,84.7,93.9,77.0,6.1,0.0,Thursday,7
2016-07-29,37703,15.571842205306385,78.1,93.9,71.1,8.3,0.89,Friday,7
2016-07-30,27780,17.541447684185265,78.4,84.9,71.1,7.2,0.13,Saturday,7
2016-07-31,27651,16.085205477800681,77.7,84.0,75.0,8.1,0.18,Sunday,7
2016-08-01,49401,15.414388710080095,74.2,82.9,71.1,10.4,0.57,Monday,8
2016-08-02,56764,14.986372231226362,74.2,80.1,71.1,10.5,0.0,Tuesday,8
2016-08-03,57003,15.2625540176248,74.2,81.0,68.0,7.5,0.0,Wednesday,8
2016-08-04,56604,16.34465114361765,75.6,84.0,68.0,5.9,0.0,Thursday,8
2016-08-05,53297,16.137032103120251,77.4,86.0,70.0,8.1,0.0,Friday,8
2016-08-06,44213,19.816802750322307,80.8,91.0,72.0,8.8,0.0,Saturday,8
2016-08-07,43631,19.053288945932938,81.5,91.0,73.9,9.2,0.0,Sunday,8
2016-08-08,52262,15.647659229778169,80.8,89.1,73.9,7.1,0.0,Monday,8
2016-08-09,56112,14.844586125368311,80.8,89.1,75.0,6.5,0.0,Tuesday,8
2016-08-10,50114,14.844030942783791,81.5,89.1,75.0,9.3,0.01,Wednesday,8
2016-08-11,47430,14.217371565113497,86.8,97.0,75.9,7.2,0.05,Thursday,8
2016-08-12,44750,16.519986964618255,86.5,98.1,75.9,7.9,0.56,Friday,8
2016-08-13,38912,18.487508566337716,89.2,98.1,75.9,7.0,0.07,Saturday,8
2016-08-14,32961,17.395388489426903,90.7,97.0,82.0,8.6,0.0,Sunday,8
2016-08-15,49063,14.420397244359295,84.6,98.1,78.1,5.6,0.01,Monday,8
2016-08-16,50426,14.790182643874187,84.9,93.0,78.1,9.0,0.0,Tuesday,8
2016-08-17,53989,15.480586786197192,82.8,91.0,78.1,11.7,0.13,Wednesday,8
2016-08-18,53218,15.552684242173706,80.3,88.0,75.0,5.4,0.02,Thursday,8
2016-08-19,51669,16.083249143587064,81.6,89.1,75.0,6.6,0.0,Friday,8
2016-08-20,45817,21.147449636597766,79.0,89.1,75.0,6.3,0.02,Saturday,8
2016-08-21,35051,20.34399826918871,80.7,89.1,75.0,9.7,0.12,Sunday,8
2016-08-22,54404,15.145024569271863,76.0,89.1,71.1,15.1,0.13,Monday,8
2016-08-23,58674,16.090486416470672,74.3,84.0,66.9,6.4,0.0,Tuesday,8
2016-08-24,58154,15.984386571287729,78.6,89.1,66.9,6.4,0.0,Wednesday,8
2016-08-25,53487,16.07905721639526,78.6,89.1,71.1,10.6,0.0,Thursday,8
2016-08-26,52037,16.261287481343395,83.6,91.0,73.0,8.7,0.01,Friday,8
2016-08-27,45674,19.996362262994271,82.4,91.0,75.9,8.2,0.0,Saturday,8
2016-08-28,44639,19.585727353510006,80.7,89.1,73.9,6.3,0.0,Sunday,8
2016-08-29,53288,15.807719686733725,82.1,91.0,73.9,8.6,0.0,Monday,8
2016-08-30,57405,15.320482246029668,79.0,91.0,72.0,9.0,0.0,Tuesday,8
2016-08-31,57214,14.513126157933369,80.5,90.0,72.0,7.5,0.0,Wednesday,8
2016-09-01,38187,13.335008423459994,76.9,90.0,73.0,5.6,0.03,Thursday,9
2016-09-02,53007,16.309208217782562,75.0,82.9,68.0,9.2,0.31,Friday,9
2016-09-03,41630,19.12197413724077,73.5,82.9,68.0,10.8,0.0,Saturday,9
2016-09-04,46023,21.00148874837944,72.1,81.0,66.0,9.5,0.0,Sunday,9
2016-09-05,45436,19.362901663878855,73.8,84.0,66.0,10.8,0.0,Monday,9
2016-09-06,52447,14.60094222103584,77.8,84.0,66.9,15.2,0.0,Tuesday,9
2016-09-07,60500,15.659115977961436,77.2,86.0,71.6,11.2,0.01,Wednesday,9
2016-09-08,61596,14.537538963569062,79.0,88.0,72.0,6.0,0.0,Thursday,9
2016-09-09,56813,14.74308198241013,86.5,93.0,73.0,7.5,0.0,Friday,9
2016-09-10,48455,17.357957555119867,82.2,93.0,75.9,7.1,0.05,Saturday,9
2016-09-11,52245,19.22680862602483,80.6,91.0,75.9,11.5,0.0,Sunday,9
2016-09-12,61103,16.013179112864069,71.3,84.0,64.0,8.2,0.0,Monday,9
2016-09-13,64839,15.12418169106042,73.2,82.0,64.0,7.7,0.0,Tuesday,9
2016-09-14,59203,14.403582307202898,78.0,91.9,68.0,8.5,0.0,Wednesday,9
2016-09-15,67331,15.071359403543683,70.4,91.9,63.0,10.3,0.37,Thursday,9
2016-09-16,65275,15.404889825098934,68.5,75.0,63.0,6.4,0.0,Friday,9
2016-09-17,59200,19.254599662162157,69.2,78.1,64.0,6.3,0.0,Saturday,9
2016-09-18,51686,17.322673128764723,76.3,84.9,64.0,8.8,0.0,Sunday,9
2016-09-19,34217,13.569371949615688,75.2,84.9,72.0,5.9,0.31,Monday,9
2016-09-20,64891,14.961962881344613,75.4,84.0,71.1,5.1,0.47,Tuesday,9
2016-09-21,65463,14.889102240960543,77.6,84.9,71.1,4.0,0.0,Wednesday,9
2016-09-22,67810,14.726635697783019,76.8,86.0,70.0,5.8,0.0,Thursday,9
2016-09-23,65517,15.437967245142479,77.2,89.1,69.1,4.3,0.0,Friday,9
2016-09-24,53259,17.905720785845268,68.5,89.1,59.0,9.5,0.44,Saturday,9
2016-09-25,53568,18.0108236260454,64.2,72.0,57.9,6.8,0.2,Sunday,9
2016-09-26,61386,14.318692644359738,65.6,73.0,57.0,7.2,0.0,Monday,9
2016-09-27,61346,14.143505960725504,70.5,75.9,57.0,8.4,0.15,Tuesday,9
2016-09-28,59464,13.587116574734292,67.6,75.9,62.1,10.8,0.0,Wednesday,9
2016-09-29,55578,12.945873966917366,63.2,71.1,60.1,18.2,0.0,Thursday,9
2016-09-30,21381,11.513554869588265,62.1,66.9,60.1,21.8,0.0,Friday,9
2017-04-01,23849,18.603828252756941,42.2,48.0,39.0,17.2,1.78,Saturday,4
2017-04-02,39780,23.5137967152673,50.6,63.0,39.0,9.7,0.01,Sunday,4
2017-04-03,43485,18.119450768464226,56.4,63.0,43.0,7.0,0.0,Monday,4
2017-04-04,29991,16.879809498405081,50.1,63.0,45.0,11.3,1.6,Tuesday,4
2017-04-05,47636,19.631894295630765,51.7,63.0,45.0,5.4,0.03,Wednesday,4
2017-04-06,18020,16.070371809100994,46.0,53.1,42.8,12.1,0.02,Thursday,4
2017-04-07,35779,12.251440789289804,50.1,54.0,43.0,13.2,0.83,Friday,4
2017-04-08,35936,19.264894998515889,47.4,57.9,42.1,16.0,0.0,Saturday,4
2017-04-09,43896,23.299745231152418,54.4,68.0,42.1,8.8,0.0,Sunday,4
2017-04-10,50424,21.018310063990693,61.3,73.0,46.0,7.6,0.0,Monday,4
2017-04-11,57310,23.409557959634739,67.4,78.1,52.0,7.9,0.0,Tuesday,4
2017-04-12,51188,14.593362376598686,63.9,78.1,54.0,4.3,0.0,Wednesday,4
2017-04-13,52915,15.516411540520961,58.5,77.0,50.0,9.8,0.03,Thursday,4
2017-04-14,52232,19.175458212079445,57.2,66.0,50.0,7.1,0.0,Friday,4
2017-04-15,42531,19.468383061766712,57.2,66.0,50.0,8.4,0.0,Saturday,4
2017-04-16,48140,30.834774269491746,70.8,88.0,52.0,9.5,0.0,Sunday,4
2017-04-17,53247,15.313219524104648,70.9,88.0,60.1,12.2,0.0,Monday,4
2017-04-18,53809,14.697618737881518,59.2,73.0,51.1,10.2,0.0,Tuesday,4
2017-04-19,45787,12.659509613354592,50.0,64.9,46.0,11.0,0.0,Wednesday,4
2017-04-20,44264,19.711147885414778,54.4,66.0,46.0,6.7,0.19,Thursday,4
2017-04-21,39868,13.169335891776191,52.3,66.0,48.9,11.2,0.3,Friday,4
2017-04-22,34596,16.986248410220835,51.8,55.9,48.0,6.9,0.02,Saturday,4
2017-04-23,49107,20.69660367496828,54.7,64.9,48.0,7.0,0.07,Sunday,4
2017-04-24,48692,14.0311618609491,53.5,64.9,48.0,6.0,0.0,Monday,4
2017-04-25,20332,11.59342579841301,52.8,59.0,48.0,16.3,0.07,Tuesday,4
2017-04-26,37727,12.711058834963463,55.2,62.1,50.0,11.9,0.73,Wednesday,4
2017-04-27,52035,14.98996348611511,62.0,69.1,53.1,5.1,0.13,Thursday,4
2017-04-28,62199,16.742810173797004,66.6,84.9,55.0,5.9,0.01,Friday,4
2017-04-29,57701,22.421804936945062,76.9,88.0,55.0,8.8,0.06,Saturday,4
2017-04-30,42928,17.934724422288479,64.7,88.0,55.9,10.1,0.0,Sunday,4
2017-05-01,56218,15.693653574774391,55.9,73.0,50.0,9.3,0.0,Monday,5
2017-05-02,61207,17.97880797947947,70.5,78.1,50.0,12.9,0.0,Tuesday,5
2017-05-03,59252,17.574413240621972,64.3,78.1,61.0,14.1,0.0,Wednesday,5
2017-05-04,57429,16.83536424686714,57.7,66.9,51.1,8.9,0.0,Thursday,5
2017-05-05,24009,12.928580254626739,56.0,66.0,51.1,11.4,0.01,Friday,5
2017-05-06,46618,17.841924792998419,62.4,66.9,53.1,13.8,2.31,Saturday,5
2017-05-07,34293,15.373477094450767,56.1,66.9,53.1,12.2,0.01,Sunday,5
2017-05-08,51553,14.05776256150628,53.4,62.1,48.0,12.5,0.0,Monday,5
2017-05-09,56461,13.922706528990512,55.6,64.0,48.0,9.2,0.0,Tuesday,5
2017-05-10,58454,15.490982938150802,56.8,64.9,48.9,6.2,0.0,Wednesday,5
2017-05-11,57208,13.885394525241225,57.1,64.9,52.0,6.4,0.0,Thursday,5
2017-05-12,56675,14.965937068078226,56.5,64.0,52.0,6.9,0.0,Friday,5
2017-05-13,5704,19.468972066386169,53.2,55.9,48.0,11.1,0.13,Saturday,5
2017-05-14,38729,17.567197707144512,55.4,70.0,46.9,13.4,1.61,Sunday,5
2017-05-15,54715,14.220029547046819,61.7,70.0,46.9,17.8,0.01,Monday,5
2017-05-16,64504,15.439990026458307,68.8,82.9,54.0,10.3,0.0,Tuesday,5
2017-05-17,65794,17.13880647678106,79.2,93.9,59.0,6.8,0.0,Wednesday,5
2017-05-18,63753,15.253955892271735,88.1,97.0,66.0,10.1,0.0,Thursday,5
2017-05-19,62143,15.827023156268607,87.9,97.0,80.1,11.0,0.0,Friday,5
2017-05-20,47859,18.145077205959172,67.3,96.1,61.0,10.9,0.01,Saturday,5
2017-05-21,54874,21.245994763761828,62.4,71.1,57.0,7.9,0.0,Sunday,5
2017-05-22,24627,12.423489124402757,59.8,71.1,57.0,7.5,0.11,Monday,5
2017-05-23,60032,15.906232786958068,63.4,70.0,57.0,4.9,0.53,Tuesday,5
2017-05-24,60622,16.64418527927155,62.8,70.0,57.0,7.4,0.03,Wednesday,5
2017-05-25,17495,11.630573497189676,58.4,69.1,55.9,11.7,0.1,Thursday,5
2017-05-26,53768,17.633706541685267,63.5,75.9,55.9,11.1,0.89,Friday,5
2017-05-27,46534,20.084620922336356,67.4,75.9,57.0,8.0,0.12,Saturday,5
2017-05-28,46727,24.947691199235273,64.5,72.0,57.9,6.8,0.0,Sunday,5
2017-05-29,26322,15.230585315198946,59.1,71.1,55.9,9.5,0.13,Monday,5
2017-05-30,50194,14.597552164269297,58.3,64.0,55.0,7.6,0.03,Tuesday,5
2017-05-31,59495,15.222119785976417,63.1,78.1,55.0,6.6,0.08,Wednesday,5
2017-06-01,67403,15.789940111468827,69.4,82.0,57.9,6.9,0.05,Thursday,6
2017-06-02,66907,16.272086378605128,70.6,82.0,60.1,8.8,0.0,Friday,6
2017-06-03,56264,19.4032975496469,66.1,79.0,59.0,9.2,0.0,Saturday,6
2017-06-04,40138,17.706767070274232,66.0,73.9,59.0,6.3,0.0,Sunday,6
2017-06-05,55883,15.639769995645663,61.8,71.1,59.0,7.9,0.06,Monday,6
2017-06-06,41268,12.379238554489351,58.0,66.9,55.0,11.5,0.02,Tuesday,6
2017-06-07,64453,15.883515119544473,58.6,70.0,52.0,8.0,0.03,Wednesday,6
2017-06-08,62653,15.590405620374657,63.9,71.1,52.0,5.4,0.0,Thursday,6
2017-06-09,66506,19.4869731051835,66.7,82.9,55.9,7.2,0.0,Friday,6
2017-06-10,57087,21.407791032400837,78.1,88.0,55.9,7.6,0.0,Saturday,6
2017-06-11,51427,20.406840116410965,83.7,93.9,66.9,9.0,0.0,Sunday,6
2017-06-12,57871,15.694316669834633,86.7,96.1,75.0,8.5,0.0,Monday,6
2017-06-13,60921,15.213903798908969,89.7,100.9,75.9,8.5,0.0,Tuesday,6
2017-06-14,60513,17.423499633687538,78.8,93.9,71.6,7.8,0.48,Wednesday,6
2017-06-15,64763,18.414139503523106,70.7,82.9,64.0,8.1,0.02,Thursday,6
2017-06-16,56403,16.594723684910374,65.6,75.9,63.0,9.1,0.0,Friday,6
2017-06-17,34900,18.477302769818529,67.0,73.9,63.0,7.0,0.0,Saturday,6
2017-06-18,49472,22.722582807783521,75.3,84.0,64.0,8.8,1.26,Sunday,6
2017-06-19,38310,16.131654920386318,78.5,87.1,70.0,11.1,0.0,Monday,6
2017-06-20,64673,17.394913127064871,76.9,87.1,70.0,11.0,1.23,Tuesday,6
2017-06-21,67218,17.4487094230712,80.3,87.1,70.0,8.7,0.01,Wednesday,6
2017-06-22,66308,17.513423719611513,77.1,87.1,68.0,7.6,0.0,Thursday,6
2017-06-23,55323,16.401218601064052,81.2,87.1,68.0,9.3,0.0,Friday,6
2017-06-24,52153,20.705803756894777,79.5,87.1,70.0,10.0,0.96,Saturday,6
2017-06-25,54655,23.203702009575213,78.2,86.0,70.0,7.1,0.18,Sunday,6
2017-06-26,62669,20.131003366895911,74.0,84.0,66.9,9.0,0.0,Monday,6
2017-06-27,64767,16.471872764422205,71.2,81.0,62.1,7.7,0.16,Tuesday,6
2017-06-28,67752,19.712283032235209,71.5,81.0,62.1,10.1,0.0,Wednesday,6
2017-06-29,64272,17.414588000995771,76.2,82.9,64.0,10.9,0.0,Thursday,6
2017-06-30,58662,19.612318025297462,80.2,89.1,69.1,11.7,0.0,Friday,6
2017-07-01,36737,23.083911315567409,79.0,89.1,73.9,9.4,0.0,Saturday,7
2017-07-02,43036,26.901029370759368,79.8,91.0,73.0,7.4,0.07,Sunday,7
2017-07-03,48193,21.414255873951266,83.3,91.0,73.0,7.2,0.0,Monday,7
2017-07-04,49924,25.36059744144432,77.8,90.0,70.0,4.2,0.12,Tuesday,7
2017-07-05,60321,18.00627089515536,76.7,87.1,70.0,7.6,0.0,Wednesday,7
2017-07-06,62147,17.693810642508893,74.5,84.9,69.1,7.1,0.0,Thursday,7
2017-07-07,44068,15.803184094278537,72.4,82.0,68.0,8.4,0.01,Friday,7
2017-07-08,55015,20.278051137568539,78.5,87.1,68.0,7.5,2.13,Saturday,7
2017-07-09,57118,20.397538137423108,76.3,87.1,70.0,8.5,0.0,Sunday,7
2017-07-10,60907,16.566612759343474,78.7,88.0,70.0,8.0,0.0,Monday,7
2017-07-11,61671,15.852646841032795,80.5,89.1,72.0,8.5,0.0,Tuesday,7
2017-07-12,61786,15.488337703255326,84.2,91.0,75.0,9.1,0.0,Wednesday,7
2017-07-13,56475,17.332392208942004,86.0,93.9,78.1,9.1,0.0,Thursday,7
2017-07-14,31851,16.518075308990824,69.8,93.9,64.9,8.4,0.01,Friday,7
2017-07-15,56499,18.995504640200117,73.7,86.0,64.9,6.9,0.47,Saturday,7
2017-07-16,56833,21.489525158505327,78.0,86.0,66.9,6.6,0.01,Sunday,7
2017-07-17,62555,16.636904857059125,80.1,87.1,71.1,7.2,0.0,Monday,7
2017-07-18,66234,16.656136073114514,80.5,88.0,75.0,7.9,0.0,Tuesday,7
2017-07-19,63915,16.217755091397425,84.8,93.9,75.9,7.6,0.0,Wednesday,7
2017-07-20,59663,15.186770136712312,87.2,98.1,77.0,5.0,0.0,Thursday,7
2017-07-21,60072,15.763409741643359,84.4,98.1,77.0,8.7,0.0,Friday,7
2017-07-22,48011,18.969343830927627,85.3,93.9,77.0,7.5,0.0,Saturday,7
2017-07-23,46942,17.480288796102993,76.4,91.0,72.0,5.4,0.6,Sunday,7
2017-07-24,43792,15.022174521982704,70.2,80.1,64.0,11.1,0.46,Monday,7
2017-07-25,65336,14.882792283988408,65.8,73.0,62.1,9.1,0.45,Tuesday,7
2017-07-26,70323,16.075239964165352,70.5,78.1,62.1,7.5,0.0,Wednesday,7
2017-07-27,65769,14.640754762882208,72.2,78.1,64.9,7.9,0.0,Thursday,7
2017-07-28,63899,15.266647887030054,76.9,84.0,66.9,5.8,0.0,Friday,7
2017-07-29,52947,17.363740155249594,73.3,84.0,68.0,13.2,0.0,Saturday,7
2017-07-30,59342,19.029697347578441,72.9,82.0,66.0,7.0,0.0,Sunday,7
2017-07-31,64218,14.699782252120384,77.7,89.1,66.0,5.3,0.0,Monday,7
2017-08-01,66677,17.666347716104006,81.3,91.0,70.0,5.1,0.0,Tuesday,8
2017-08-02,56184,20.026276164032474,79.6,91.0,69.1,6.1,0.0,Wednesday,8
2017-08-03,66149,19.157882205324345,76.2,88.0,69.1,6.2,0.08,Thursday,8
2017-08-04,56394,18.53645541487866,78.1,87.1,70.0,10.0,0.1,Friday,8
2017-08-05,58971,24.419910068790873,76.3,84.9,70.0,10.0,0.82,Saturday,8
2017-08-06,56476,22.546589996930845,72.0,80.1,66.0,10.9,0.16,Sunday,8
2017-08-07,23395,12.287061337892709,70.2,78.1,66.0,5.8,0.0,Monday,8
2017-08-08,65233,18.123004971921159,70.3,80.1,64.9,7.1,0.43,Tuesday,8
2017-08-09,67884,21.832384165144468,76.5,84.9,64.9,5.2,0.0,Wednesday,8
2017-08-10,66249,16.363312905352029,77.5,86.0,68.0,6.0,0.0,Thursday,8
2017-08-11,63140,19.479002481258579,75.9,86.0,71.1,7.7,0.0,Friday,8
2017-08-12,60540,23.132614524832068,71.8,82.0,64.9,5.9,0.17,Saturday,8
2017-08-13,57518,21.752491393998412,76.8,84.9,64.9,8.0,0.16,Sunday,8
2017-08-14,61482,23.302006549342355,76.6,84.9,71.1,5.8,0.0,Monday,8
2017-08-15,52461,15.563273034571711,73.2,77.0,69.1,5.3,0.32,Tuesday,8
2017-08-16,68436,17.916156457614886,76.8,86.0,69.1,4.8,0.12,Wednesday,8
2017-08-17,66656,17.591802438390143,76.4,86.0,70.0,7.0,0.0,Thursday,8
